qseqid,sseqid,pident
YP_010776379.1,YP_010781863.1,0.772
YP_010776379.1,YP_010778726.1,0.529
YP_004895104.1,YP_010776853.1,0.855
YP_010776853.1,YP_010788328.1,0.853
YP_009255107.1,YP_009507004.1,0.718
YP_009701476.1,YP_009701667.1,0.979
YP_009281948.1,YP_009282894.1,0.817
YP_009143508.1,YP_009282894.1,0.751
YP_009282894.1,YP_010085660.1,0.727
YP_009282894.1,YP_009408395.1,0.739
YP_009282894.1,YP_010509402.1,0.705
YP_009282894.1,YP_010377176.1,0.706
NP_536609.1,YP_009282894.1,0.705
YP_004821357.1,YP_009282894.1,0.694
YP_005296351.1,YP_009282894.1,0.585
YP_009143326.1,YP_009282894.1,0.803
NP_955149.1,YP_009282894.1,0.471
NP_619999.1,YP_009408189.1,0.744
NP_619999.1,YP_009281948.1,0.723
NP_619999.1,YP_004821357.1,0.692
NP_619999.1,YP_005296351.1,0.568
NP_619999.1,YP_009143326.1,0.81
NP_619999.1,YP_009046333.1,0.471
NP_619999.1,YP_009448018.1,0.475
NP_619999.1,YP_009046096.1,0.477
NP_042107.1,YP_009281825.1,0.878
YP_009282894.1,YP_009448018.1,0.469
NP_039062.1,YP_009282894.1,0.464
YP_009282894.1,YP_009329792.1,0.544
YP_009177188.1,YP_009282894.1,0.357
YP_009282795.1,YP_717411.1,0.914
NP_536521.1,YP_009282795.1,0.913
NP_042723.1,YP_009703266.1,0.97
YP_009702434.1,YP_009703266.1,0.97
YP_009046008.1,YP_009046249.1,0.942
NP_619999.1,YP_009282894.1,0.726
YP_009282894.1,YP_717526.1,0.728
NP_042238.1,YP_009282894.1,0.728
NP_671688.1,YP_009282894.1,0.719
YP_009282894.1,YP_010085869.1,0.718
YP_009282894.1,YP_009408189.1,0.73
NP_570597.1,YP_009282894.1,0.723
YP_009506682.1,YP_009508715.1,0.984
YP_003987257.1,YP_010777648.1,0.902
NP_671536.1,YP_010085696.1,0.957
NP_619824.1,NP_671536.1,0.949
NP_671536.1,YP_010509238.1,0.946
YP_009094860.1,YP_009254857.1,0.832
YP_007354447.1,YP_010779499.1,0.948
YP_007354447.1,YP_010776411.1,0.894
YP_009703266.1,YP_009703482.1,0.97
YP_009182083.1,YP_010793905.1,0.926
YP_009703146.1,YP_009703697.1,0.978
NP_042145.1,NP_536535.1,0.948
NP_536535.1,NP_570504.1,0.944
YP_009703290.1,YP_009703500.1,0.97
YP_009046333.1,YP_009282894.1,0.472
YP_009046096.1,YP_009282894.1,0.472
YP_009701667.1,YP_762363.1,0.815
YP_004821439.1,YP_009329713.1,0.654
YP_009281853.1,YP_009329713.1,0.642
NP_957806.1,NP_957938.1,0.695
YP_009702346.1,YP_009703706.1,0.961
YP_010776450.1,YP_010777228.1,0.485
YP_003986816.1,YP_010776450.1,0.483
YP_007354506.1,YP_010777209.1,0.465
YP_003986796.1,YP_007354506.1,0.465
YP_007354506.1,YP_010841906.1,0.452
YP_007354506.1,YP_010780386.1,0.379
YP_004894684.1,YP_010776486.1,0.926
YP_004894684.1,YP_010788720.1,0.922
YP_004894696.1,YP_010776498.1,0.942
YP_004894696.1,YP_010779402.1,0.805
YP_003986948.1,YP_010777355.1,0.965
YP_001426582.1,YP_009665561.1,0.777
YP_009046186.1,YP_009112840.1,0.7
NP_619912.1,YP_009143424.1,0.93
NP_619912.1,YP_009281863.1,0.926
NP_619912.1,YP_004821450.1,0.853
YP_009702946.1,YP_009703290.1,0.924
YP_009702781.1,YP_009703290.1,0.92
YP_009281849.1,YP_009282795.1,0.932
YP_009143410.1,YP_009282795.1,0.929
YP_009282795.1,YP_010085770.1,0.918
NP_619898.1,YP_009282795.1,0.915
YP_009282795.1,YP_010509312.1,0.915
YP_009282795.1,YP_010085558.1,0.914
NP_570490.1,YP_009282795.1,0.914
YP_009272796.1,YP_010793905.1,0.941
YP_001110982.1,YP_009701601.1,0.961
YP_009702594.1,YP_009703265.1,0.97
YP_009281825.1,YP_010509288.1,0.885
NP_073483.1,NP_671628.1,0.73
NP_042155.1,NP_073483.1,0.733
NP_073483.1,NP_536545.1,0.729
NP_073483.1,YP_004821461.1,0.728
YP_010788269.1,YP_010789312.1,0.934
YP_009506682.1,YP_010793906.1,0.981
YP_009272797.1,YP_009506682.1,0.98
YP_006347705.1,YP_009506682.1,0.977
YP_009506682.1,YP_164147.1,0.752
YP_001498829.1,YP_009665561.1,0.962
NP_048985.1,YP_009665561.1,0.924
YP_009325848.1,YP_009665561.1,0.904
YP_001498028.1,YP_009665561.1,0.641
YP_009665561.1,YP_009702004.1,0.809
YP_001497355.1,YP_009325562.1,0.915
YP_009325562.1,YP_009665265.1,0.913
NP_048459.2,YP_009325562.1,0.908
YP_001426104.1,YP_009325562.1,0.698
YP_009325562.1,YP_009701871.1,0.693
YP_001426601.1,YP_009325562.1,0.676
YP_007354447.1,YP_010841833.1,0.815
YP_003986853.1,YP_007354447.1,0.803
YP_007354447.1,YP_010777263.1,0.81
YP_010780212.1,YP_010781494.1,0.82
NP_073483.1,YP_009408054.1,0.766
NP_073483.1,YP_009329732.1,0.747
NP_073483.1,YP_005296303.1,0.746
YP_003987190.1,YP_010777586.1,0.594
YP_009702594.1,YP_009703635.1,0.97
YP_009702594.1,YP_009703796.1,0.97
NP_073483.1,YP_009143434.1,0.742
NP_073483.1,YP_009281873.1,0.745
NP_073483.1,YP_009282819.1,0.739
NP_073483.1,NP_619922.1,0.735
NP_073483.1,YP_010085584.1,0.734
NP_073483.1,YP_717435.1,0.733
NP_073483.1,YP_233008.1,0.732
NP_073483.1,YP_010085794.1,0.732
NP_073483.1,YP_009408506.1,0.734
NP_073483.1,YP_009408304.1,0.734
NP_073483.1,YP_010509336.1,0.73
NP_073483.1,YP_010377115.1,0.73
NP_073483.1,NP_570514.1,0.73
YP_009282795.1,YP_010377091.1,0.912
YP_009282795.1,YP_232984.1,0.912
NP_042131.1,YP_009282795.1,0.911
YP_009281825.1,YP_009282771.1,0.926
YP_009143386.1,YP_009281825.1,0.912
NP_671580.1,YP_009281825.1,0.886
YP_004894696.1,YP_010841936.1,0.721
NP_073483.1,YP_001293289.1,0.776
NP_051810.1,NP_073483.1,0.772
NP_073483.1,NP_570255.1,0.769
NP_051985.1,NP_073483.1,0.768
YP_004894696.1,YP_010780343.1,0.717
YP_001497335.1,YP_001498210.1,0.948
NP_570196.1,YP_717373.1,0.686
NP_619918.1,YP_009281869.1,0.919
YP_009281869.1,YP_010085790.1,0.913
YP_009281869.1,YP_009408300.1,0.843
YP_009281869.1,YP_009408502.1,0.842
NP_073483.1,NP_938353.1,0.88
YP_004894726.1,YP_010841963.1,0.595
YP_010788680.1,YP_010841963.1,0.592
NP_073483.1,NP_150532.1,0.779
NP_073483.1,NP_659670.1,0.776
YP_010780735.1,YP_010782043.1,0.921
YP_010780115.1,YP_010781394.1,0.851
YP_009281869.1,YP_009282815.1,0.943
YP_009143430.1,YP_009281869.1,0.931
NP_536541.1,YP_009281869.1,0.925
NP_570510.1,YP_009281869.1,0.925
YP_009281869.1,YP_717431.1,0.919
NP_659714.1,YP_001293335.1,0.946
NP_150578.1,YP_001293335.1,0.94
YP_009046325.1,YP_009448010.1,0.928
YP_009408491.1,YP_232993.1,0.88
YP_004347193.1,YP_009238776.1,0.756
YP_007676167.1,YP_009172901.1,0.831
YP_004061559.1,YP_009172901.1,0.787
YP_010085532.1,YP_010377066.1,0.929
YP_009408236.1,YP_010377047.1,0.744
YP_004821389.1,YP_009408236.1,0.792
YP_009702446.1,YP_009703096.1,0.985
NP_042087.1,YP_009408236.1,0.75
NP_619855.1,YP_009408236.1,0.749
NP_671560.1,YP_009408236.1,0.748
YP_009408236.1,YP_717366.1,0.746
YP_009143365.1,YP_009408236.1,0.745
NP_536478.1,YP_009408236.1,0.745
YP_007354506.1,YP_010779429.1,0.839
YP_010793905.1,YP_031629.1,0.912
YP_003987070.1,YP_010841963.1,0.622
YP_010777466.1,YP_010841963.1,0.619
NP_149758.1,YP_009046725.1,0.426
NP_051970.1,YP_232993.1,0.8
YP_009329717.1,YP_232993.1,0.787
YP_005296288.1,YP_232993.1,0.781
YP_008658502.1,YP_232993.1,0.784
YP_004347193.1,YP_009506899.1,0.677
YP_010781557.1,YP_010841963.1,0.595
YP_010776526.1,YP_010841963.1,0.599
YP_010789913.1,YP_010841963.1,0.597
YP_010780269.1,YP_010841963.1,0.587
YP_227468.1,YP_232993.1,0.815
YP_004894517.1,YP_010776331.1,0.933
YP_003986961.1,YP_010777368.1,0.924
YP_009506710.1,YP_010793905.1,0.915
YP_003851.1,YP_010793905.1,0.913
YP_009172901.1,YP_009664933.1,0.863
NP_042758.1,YP_009703672.1,0.974
YP_009703672.1,YP_009927188.1,0.974
YP_009703120.1,YP_009703672.1,0.973
YP_009702798.1,YP_009703672.1,0.962
NP_619816.1,YP_010377011.1,0.862
NP_619816.1,YP_010085688.1,0.806
YP_009281820.1,YP_010377062.1,0.916
YP_009408453.1,YP_010377062.1,0.838
NP_570499.1,YP_232993.1,0.952
YP_009282804.1,YP_232993.1,0.933
YP_009143419.1,YP_232993.1,0.932
YP_004821405.1,YP_010377062.1,0.804
YP_009552364.1,YP_010084821.1,0.97
YP_006347702.1,YP_010793905.1,0.922
YP_009508688.1,YP_010793905.1,0.92
YP_009259387.1,YP_010793905.1,0.92
NP_073460.1,YP_010509312.1,0.713
NP_073460.1,YP_009143410.1,0.712
NP_073460.1,YP_008658493.1,0.657
NP_150513.1,YP_010377095.1,0.681
NP_073460.1,NP_938330.1,0.888
NP_073460.1,NP_659647.1,0.776
NP_073460.1,YP_009408030.1,0.748
NP_073460.1,YP_009408280.1,0.717
NP_073460.1,YP_010085770.1,0.714
YP_010775956.1,YP_010789270.1,0.707
YP_010780382.1,YP_010781673.1,0.726
YP_010377062.1,YP_717383.1,0.967
YP_003457334.1,YP_009389318.1,0.732
NP_150518.1,YP_232993.1,0.81
NP_938339.1,YP_232993.1,0.804
YP_009702470.1,YP_009703672.1,0.974
YP_010377054.1,YP_717373.1,0.954
YP_010085519.1,YP_717373.1,0.947
YP_009702446.1,YP_009703648.1,0.985
YP_009703096.1,YP_009703648.1,0.985
NP_957938.1,YP_003457334.1,0.703
YP_003457334.1,YP_009112768.1,0.692
YP_003987028.1,YP_010777428.1,0.925
YP_007674863.1,YP_009172526.1,0.984
NP_570448.1,NP_619859.1,0.947
NP_619859.1,YP_010085731.1,0.945
NP_536481.1,NP_619859.1,0.941
YP_009046335.1,YP_009448020.1,0.93
NP_039064.1,YP_009046335.1,0.897
NP_619870.1,YP_010377062.1,0.96
YP_010085528.1,YP_010377062.1,0.955
YP_010085742.1,YP_010377062.1,0.955
YP_009703290.1,YP_009703655.1,0.97
YP_009702614.1,YP_009703290.1,0.97
YP_004894663.1,YP_007354506.1,0.589
YP_007354506.1,YP_010788744.1,0.585
YP_010776450.1,YP_010841881.1,0.486
NP_957806.1,YP_009112768.1,0.705
NP_671579.1,YP_010085532.1,0.941
YP_010085532.1,YP_010085746.1,0.937
NP_619874.1,YP_010085532.1,0.936
NP_957802.1,YP_004821396.1,0.578
YP_003457330.1,YP_004821396.1,0.577
YP_004821396.1,YP_009112764.1,0.571
NP_043990.1,YP_004821396.1,0.568
YP_010085214.1,YP_010377095.1,0.63
YP_010778561.1,YP_010778792.1,0.604
NP_671567.1,YP_717373.1,0.956
YP_003788.1,YP_009259463.1,0.862
NP_619918.1,YP_010085790.1,0.95
NP_619918.1,YP_009282815.1,0.92
YP_001497435.1,YP_009665302.1,0.961
NP_048529.2,YP_009665302.1,0.824
YP_001426411.1,YP_009665302.1,0.72
YP_009281919.1,YP_009282865.1,0.923
YP_009282822.1,YP_010377118.1,0.85
YP_008357462.1,YP_009010932.1,0.971
YP_009010467.1,YP_009010932.1,0.965
YP_009010708.1,YP_009010932.1,0.868
YP_004732897.1,YP_009010932.1,0.854
YP_009010932.1,YP_654581.1,0.785
YP_009702294.1,YP_009703290.1,0.97
YP_009703103.1,YP_009703290.1,0.97
NP_042741.1,YP_009703290.1,0.97
YP_009282804.1,YP_009329717.1,0.786
YP_003986825.1,YP_010777236.1,0.944
YP_004894633.1,YP_010777236.1,0.644
YP_010776439.1,YP_010777236.1,0.642
YP_009281873.1,YP_009329732.1,0.724
YP_010085797.1,YP_010377118.1,0.929
YP_010085587.1,YP_010377118.1,0.929
NP_619970.1,YP_009282865.1,0.897
NP_051923.1,YP_717373.1,0.688
YP_009268757.1,YP_717373.1,0.638
YP_009480575.1,YP_717373.1,0.612
NP_957806.1,YP_003457334.1,0.843
YP_010779967.1,YP_010789397.1,0.884
YP_001497366.1,YP_009665270.1,0.842
YP_003788.1,YP_009508647.1,0.905
YP_003788.1,YP_006347616.1,0.892
YP_003457330.1,YP_717373.1,0.589
YP_009112764.1,YP_717373.1,0.585
NP_957802.1,YP_717373.1,0.586
NP_043990.1,YP_717373.1,0.584
YP_010085335.1,YP_717373.1,0.55
YP_010377161.1,YP_010509386.1,0.901
YP_010509386.1,YP_717494.1,0.934
YP_010781268.1,YP_010782296.1,0.858
YP_009507598.1,YP_009507609.1,0.705
YP_007354486.1,YP_010779452.1,0.881
YP_004894644.1,YP_007354486.1,0.788
YP_007354486.1,YP_010780420.1,0.488
YP_009408189.1,YP_717526.1,0.747
YP_009408509.1,YP_010377118.1,0.739
YP_009238702.1,YP_009506829.1,0.935
NP_150518.1,YP_009282804.1,0.806
NP_052003.1,YP_003457407.1,0.733
NP_052003.1,NP_957878.1,0.729
NP_052003.1,YP_009112840.1,0.723
NP_052003.1,YP_784337.1,0.726
NP_052003.1,YP_009162498.1,0.485
YP_010781018.1,YP_010782348.1,0.633
YP_001110916.1,YP_803361.1,0.609
YP_009702063.1,YP_803361.1,0.609
NP_958010.1,YP_003457407.1,0.917
NP_957878.1,NP_958010.1,0.912
NP_958010.1,YP_009389387.1,0.911
NP_958010.1,YP_009112840.1,0.894
NP_150550.1,NP_958010.1,0.75
NP_958010.1,YP_009143452.1,0.75
NP_958010.1,YP_717453.1,0.75
NP_957934.1,YP_717373.1,0.591
NP_958010.1,YP_010377133.1,0.749
NP_570532.1,NP_958010.1,0.749
NP_042172.1,NP_958010.1,0.749
NP_536562.1,NP_958010.1,0.749
NP_052003.1,NP_536562.1,0.835
NP_052003.1,YP_010085811.1,0.835
NP_042172.1,NP_052003.1,0.834
NP_052003.1,YP_010509354.1,0.834
NP_052003.1,YP_009268834.1,0.79
NP_052003.1,YP_010085252.1,0.79
NP_052003.1,YP_010085416.1,0.789
NP_044080.1,NP_052003.1,0.783
NP_052003.1,YP_009177160.1,0.784
NP_052003.1,NP_955286.1,0.782
NP_052003.1,YP_009046420.1,0.777
NP_052003.1,YP_009389387.1,0.737
NP_052003.1,YP_009448112.1,0.776
NP_039152.1,NP_052003.1,0.776
NP_052003.1,YP_009480652.1,0.776
NP_052003.1,NP_958010.1,0.738
NP_042805.1,YP_009703564.1,0.968
YP_009702627.1,YP_009703305.1,0.968
YP_009702627.1,YP_009703829.1,0.968
NP_042754.1,YP_009702627.1,0.965
YP_009702627.1,YP_009927184.1,0.963
YP_009702627.1,YP_009702959.1,0.944
YP_009702627.1,YP_009702794.1,0.943
YP_009702627.1,YP_009703116.1,0.965
YP_009702627.1,YP_009703513.1,0.965
YP_009182006.1,YP_009259474.1,0.951
NP_958010.1,YP_227500.1,0.758
NP_044080.1,NP_958010.1,0.749
NP_958010.1,YP_233026.1,0.753
NP_958010.1,YP_009281891.1,0.75
NP_052003.1,YP_009329749.1,0.845
NP_052003.1,YP_009282837.1,0.841
NP_052003.1,YP_009281891.1,0.84
NP_052003.1,YP_009143452.1,0.838
NP_052003.1,YP_233026.1,0.837
NP_052003.1,NP_619941.1,0.837
NP_052003.1,YP_717453.1,0.837
NP_052003.1,YP_004821481.1,0.839
NP_052003.1,NP_570532.1,0.837
NP_052003.1,YP_010085603.1,0.835
NP_052003.1,YP_010377133.1,0.835
NP_619941.1,NP_958010.1,0.752
NP_958010.1,YP_001293307.1,0.751
NP_052003.1,YP_009046186.1,0.777
NP_659688.1,NP_958010.1,0.751
NP_958010.1,YP_010509354.1,0.751
NP_958010.1,YP_010085603.1,0.751
NP_619862.1,YP_717373.1,0.964
NP_042094.1,YP_717373.1,0.963
YP_007354448.1,YP_010789801.1,0.631
YP_003406980.1,YP_009506918.1,0.757
NP_052003.1,NP_570273.1,0.867
NP_052003.1,YP_009408072.1,0.856
NP_052003.1,YP_009408524.1,0.847
NP_052003.1,YP_009408322.1,0.847
NP_052003.1,YP_005296321.1,0.846
NP_536481.1,NP_570448.1,0.936
YP_006347602.1,YP_009259474.1,0.952
YP_009259474.1,YP_010793829.1,0.949
YP_009259474.1,YP_031586.1,0.947
NP_958010.1,YP_784337.1,0.696
NP_958010.1,YP_009162498.1,0.482
YP_009143372.1,YP_717373.1,0.931
YP_009259474.1,YP_009506668.1,0.945
YP_003777.1,YP_009259474.1,0.944
YP_009259474.1,YP_009272718.1,0.941
YP_009259474.1,YP_164199.1,0.634
NP_042723.1,YP_009702434.1,0.97
NP_042723.1,YP_009703482.1,0.97
NP_042723.1,YP_009702275.1,0.97
NP_042723.1,YP_009927150.1,0.954
YP_009046461.1,YP_009448168.1,0.882
NP_039207.1,YP_009046461.1,0.779
NP_955032.1,YP_009046461.1,0.763
NP_958010.1,YP_009480652.1,0.732
NP_958010.1,YP_010085252.1,0.734
NP_052003.1,NP_659688.1,0.877
NP_052003.1,NP_073501.1,0.871
YP_010085532.1,YP_717387.1,0.932
YP_010085532.1,YP_232959.1,0.933
YP_010085532.1,YP_010509287.1,0.931
NP_536496.1,YP_010085532.1,0.931
NP_044036.1,YP_010085373.1,0.683
YP_007674762.1,YP_009173147.1,0.94
YP_009172628.1,YP_009173147.1,0.936
YP_004063556.1,YP_009173147.1,0.935
YP_007354389.1,YP_010789735.1,0.817
YP_009046093.1,YP_009448015.1,0.944
YP_009046330.1,YP_009448015.1,0.941
NP_039059.1,YP_009448015.1,0.929
NP_958010.1,YP_009177160.1,0.72
NP_955286.1,NP_958010.1,0.716
YP_001293230.1,YP_717373.1,0.697
NP_659611.1,YP_717373.1,0.696
NP_938295.1,YP_717373.1,0.697
YP_227423.1,YP_717373.1,0.695
NP_051748.1,YP_717373.1,0.696
NP_570451.1,YP_717373.1,0.965
NP_958010.1,YP_009408322.1,0.745
NP_073501.1,NP_958010.1,0.746
NP_570273.1,NP_958010.1,0.743
NP_039152.1,NP_958010.1,0.719
NP_958010.1,YP_009046420.1,0.723
NP_958010.1,YP_009046186.1,0.722
NP_051828.1,NP_052003.1,0.946
NP_052003.1,YP_227500.1,0.883
NP_052003.1,YP_001293307.1,0.879
NP_052003.1,NP_150550.1,0.877
YP_001497684.1,YP_009665403.1,0.964
YP_010777258.1,YP_010779492.1,0.807
YP_010779492.1,YP_010781772.1,0.755
NP_042741.1,YP_009703103.1,0.97
NP_042741.1,YP_009703655.1,0.97
NP_042741.1,YP_009702614.1,0.97
YP_004732873.1,YP_008357439.1,0.776
YP_010780759.1,YP_010782065.1,0.76
YP_010782065.1,YP_010789681.1,0.511
YP_009282757.1,YP_717373.1,0.928
YP_009281811.1,YP_717373.1,0.926
YP_009408242.1,YP_717373.1,0.849
YP_009408444.1,YP_717373.1,0.848
YP_004821396.1,YP_717373.1,0.801
NP_073424.1,YP_717373.1,0.718
NP_150473.1,YP_717373.1,0.699
YP_001426738.1,YP_009325695.1,0.622
YP_009702292.1,YP_009703498.1,0.966
YP_009703101.1,YP_009703498.1,0.964
YP_009703498.1,YP_009927169.1,0.951
YP_010509260.1,YP_232933.1,0.962
YP_010509260.1,YP_717359.1,0.943
NP_536471.1,YP_010509260.1,0.935
NP_619847.1,YP_010509260.1,0.934
NP_671553.1,YP_010509260.1,0.931
NP_958010.1,YP_005296321.1,0.738
NP_051828.1,NP_958010.1,0.741
YP_010779492.1,YP_010789804.1,0.979
YP_004894608.1,YP_010779492.1,0.895
YP_010779492.1,YP_010841839.1,0.831
YP_003986848.1,YP_010779492.1,0.812
NP_042741.1,YP_009703500.1,0.97
YP_232947.1,YP_717373.1,0.96
YP_010509275.1,YP_717373.1,0.957
NP_536484.1,YP_717373.1,0.957
YP_007354311.1,YP_010776276.1,0.74
YP_004894463.1,YP_010776276.1,0.913
YP_010776276.1,YP_010788946.1,0.901
YP_010776276.1,YP_010779648.1,0.754
YP_010776276.1,YP_010789662.1,0.749
YP_010776276.1,YP_010777385.1,0.647
YP_007354333.1,YP_010782065.1,0.518
YP_003986961.1,YP_010782065.1,0.477
YP_010509348.1,YP_233020.1,0.951
YP_004894390.1,YP_007354245.1,0.636
NP_042741.1,YP_009702946.1,0.924
YP_001426015.1,YP_001426738.1,0.747
NP_048717.2,YP_001426738.1,0.626
YP_010776276.1,YP_010782098.1,0.631
YP_010776276.1,YP_010841674.1,0.631
YP_010776276.1,YP_010780794.1,0.63
YP_010780259.1,YP_010781544.1,0.866
NP_570232.1,YP_001293266.1,0.79
NP_073460.1,YP_001293266.1,0.774
YP_001293266.1,YP_009408030.1,0.769
NP_938330.1,YP_001293266.1,0.767
YP_001293266.1,YP_009408280.1,0.728
YP_001293266.1,YP_010377091.1,0.72
NP_570490.1,YP_001293266.1,0.72
YP_010377039.1,YP_010509260.1,0.931
YP_010085719.1,YP_010509260.1,0.929
YP_010085504.1,YP_010509260.1,0.92
YP_009282742.1,YP_010509260.1,0.841
YP_010085734.1,YP_717373.1,0.961
YP_001293266.1,YP_010085770.1,0.719
YP_001426738.1,YP_009701835.1,0.756
YP_010778555.1,YP_010778600.1,0.764
NP_042218.1,YP_010509386.1,0.918
NP_570570.1,YP_010509386.1,0.916
YP_010085641.1,YP_010509386.1,0.907
YP_007354557.1,YP_010841963.1,0.59
YP_001426369.1,YP_009701989.1,0.967
NP_042741.1,YP_009702294.1,0.97
YP_009701529.1,YP_009702063.1,0.953
YP_009701529.1,YP_803361.1,0.612
YP_010777368.1,YP_010782065.1,0.477
YP_010782065.1,YP_010788925.1,0.491
YP_004894485.1,YP_010782065.1,0.488
YP_010782065.1,YP_010841695.1,0.467
YP_003986979.1,YP_010776276.1,0.646
YP_004894340.1,YP_010776160.1,0.574
YP_001110916.1,YP_009701529.1,0.954
YP_001293266.1,YP_010509312.1,0.718
YP_001293266.1,YP_009143410.1,0.717
YP_001293266.1,YP_008658493.1,0.656
YP_001293266.1,YP_009268793.1,0.642
NP_659647.1,YP_001293266.1,0.937
YP_010841141.1,YP_010841167.1,0.915
YP_010509251.1,YP_717350.1,0.985
YP_232924.1,YP_717350.1,0.984
NP_619838.1,YP_717350.1,0.982
YP_004894926.1,YP_010776703.1,0.954
YP_004894551.1,YP_010789745.1,0.857
NP_051923.1,NP_659611.1,0.753
NP_051923.1,NP_150473.1,0.752
NP_536521.1,YP_001293266.1,0.72
NP_051923.1,YP_009281811.1,0.687
NP_051923.1,NP_536484.1,0.686
NP_051923.1,YP_009143372.1,0.686
NP_051923.1,YP_010377054.1,0.685
YP_009702665.1,YP_009703706.1,0.961
YP_009703361.1,YP_009703706.1,0.961
YP_009703706.1,YP_009703867.1,0.961
NP_042792.1,YP_009703706.1,0.96
YP_010777236.1,YP_010788776.1,0.546
YP_010777236.1,YP_010789826.1,0.547
YP_010777236.1,YP_010780441.1,0.532
YP_010777236.1,YP_010779466.1,0.5
YP_007354477.1,YP_010777236.1,0.705
YP_009702341.1,YP_009702499.1,0.985
YP_010789745.1,YP_010841774.1,0.815
YP_010777306.1,YP_010789745.1,0.793
YP_003986737.1,YP_010777152.1,0.738
NP_671612.1,YP_009143418.1,0.942
NP_570498.1,YP_009143418.1,0.941
YP_003987191.1,YP_010776159.1,0.388
YP_003987191.1,YP_010789070.1,0.425
NP_671553.1,YP_232933.1,0.934
YP_010377039.1,YP_232933.1,0.934
YP_010085504.1,YP_232933.1,0.923
YP_001648090.1,YP_003212838.1,0.942
YP_001648090.1,YP_007674885.1,0.858
YP_003987350.1,YP_004895060.1,0.537
YP_003987350.1,YP_010779989.1,0.534
YP_003987350.1,YP_004894915.1,0.548
YP_003987350.1,YP_010776821.1,0.541
YP_001648090.1,YP_009173022.1,0.857
YP_001648090.1,YP_009172777.1,0.944
YP_009143418.1,YP_009282803.1,0.96
NP_619906.1,YP_009143418.1,0.944
YP_010780946.1,YP_010782253.1,0.897
YP_003986713.1,YP_010780946.1,0.71
YP_010780946.1,YP_010841569.1,0.69
YP_009094637.1,YP_009506829.1,0.759
YP_008003739.1,YP_008004298.1,0.827
YP_009173147.1,YP_009664933.1,0.869
YP_007676167.1,YP_009173147.1,0.826
YP_004061559.1,YP_009173147.1,0.796
NP_150473.1,NP_570451.1,0.698
NP_570451.1,YP_001293230.1,0.696
NP_570451.1,NP_659611.1,0.694
NP_051923.1,NP_570451.1,0.687
NP_570196.1,NP_570451.1,0.684
NP_570451.1,YP_009268757.1,0.638
NP_938356.1,YP_009408057.1,0.628
NP_051813.1,NP_938356.1,0.626
NP_051988.1,NP_938356.1,0.62
YP_004894356.1,YP_010777119.1,0.674
YP_001648230.2,YP_009173147.1,0.928
YP_009172901.1,YP_009173147.1,0.928
YP_003212956.1,YP_009173147.1,0.926
YP_004062022.1,YP_009173147.1,0.874
NP_619974.1,YP_010085845.1,0.951
NP_619974.1,YP_233062.1,0.942
NP_619974.1,YP_010509383.1,0.939
NP_619974.1,NP_671669.1,0.94
NP_619974.1,YP_010085636.1,0.935
YP_010777119.1,YP_010782273.1,0.684
YP_010777119.1,YP_010781285.1,0.682
YP_007354212.1,YP_010777119.1,0.689
NP_150535.1,YP_009329735.1,0.657
NP_051988.1,NP_150535.1,0.648
NP_150517.1,YP_009143418.1,0.719
YP_010777119.1,YP_010841559.1,0.732
NP_150535.1,NP_659673.1,0.939
YP_006347616.1,YP_009506748.1,0.896
YP_009259463.1,YP_009506748.1,0.876
YP_003406935.1,YP_009094674.1,0.897
YP_003406935.1,YP_009254975.1,0.786
YP_003406935.1,YP_009238743.1,0.668
YP_003406935.1,YP_009345408.1,0.667
YP_009143418.1,YP_010509320.1,0.94
NP_042139.1,YP_009143418.1,0.937
YP_009143418.1,YP_009408490.1,0.876
NP_073468.1,YP_009143418.1,0.733
YP_009282742.1,YP_232933.1,0.844
YP_004061949.1,YP_009172554.1,0.482
YP_004061702.1,YP_004061949.1,0.527
YP_004061949.1,YP_009173073.1,0.512
YP_009143317.1,YP_009143517.1,0.957
NP_044036.1,YP_010085209.1,0.682
NP_044036.1,YP_008658493.1,0.677
YP_009281824.1,YP_010085532.1,0.877
YP_009408255.1,YP_010085532.1,0.783
YP_009408457.1,YP_010085532.1,0.78
YP_004821409.1,YP_010085532.1,0.754
YP_010780794.1,YP_010788946.1,0.63
YP_010377067.1,YP_717388.1,0.934
YP_009325865.1,YP_009701904.1,0.682
YP_001498866.1,YP_009701904.1,0.675
NP_150535.1,YP_005296306.1,0.661
NP_051813.1,NP_150535.1,0.659
NP_042794.1,YP_009927225.1,0.97
NP_042794.1,YP_009702834.1,0.957
NP_957813.1,YP_003457341.1,0.893
YP_008357305.1,YP_009010540.1,0.656
YP_010793864.1,YP_031641.1,0.959
YP_003212890.1,YP_004061949.1,0.504
YP_004061949.1,YP_009227166.1,0.504
YP_009506748.1,YP_009508647.1,0.912
YP_009182016.1,YP_009506748.1,0.888
YP_009506748.1,YP_010793839.1,0.901
YP_003406935.1,YP_004347164.1,0.663
YP_003406935.1,YP_009310234.1,0.626
NP_051923.1,YP_001293230.1,0.754
YP_003406787.1,YP_009507125.1,0.879
YP_003406787.1,YP_009255219.1,0.877
YP_003406787.1,YP_009238567.1,0.682
YP_010780616.1,YP_010781916.1,0.949
YP_003788.1,YP_009506748.1,0.888
YP_010779363.1,YP_010789920.1,0.899
YP_010781248.1,YP_010782632.1,0.878
YP_007354564.1,YP_010789920.1,0.923
