qseqid,sseqid,pident
YP_010085726.1,YP_717365.1,99.165
NP_051786.1,YP_010377091.1,67.168
YP_003987016.1,YP_010777417.1,94.089
YP_008658448.1,YP_717365.1,55.172
YP_009329655.1,YP_717365.1,66.591
YP_005296237.1,YP_717365.1,65.948
YP_009407986.1,YP_717365.1,67.094
YP_009408260.1,YP_010085750.1,63.182
YP_009408437.1,YP_717365.1,82.59
YP_009408235.1,YP_717365.1,82.59
YP_009143364.1,YP_717365.1,95.106
YP_003987017.1,YP_010777418.1,89.355
YP_009702414.1,YP_009703459.1,100.0
YP_007354105.1,YP_010789472.1,58.997
YP_004821388.1,YP_717365.1,78.846
YP_010777819.1,YP_010777823.1,68.046
YP_008357318.1,YP_009010553.1,66.472
YP_008357318.1,YP_009010313.1,96.607
YP_009255029.1,YP_009506924.1,71.079
YP_009255027.1,YP_009506920.1,78.387
NP_659630.1,YP_227442.1,91.538
YP_009408260.1,YP_010377071.1,63.409
YP_010841533.1,YP_010841540.1,44.785
YP_010841537.1,YP_010841542.1,55.261
YP_010841537.1,YP_010841540.1,64.213
YP_001425706.1,YP_001498130.1,88.02
YP_008357318.1,YP_009010782.1,98.403
YP_009255024.1,YP_009310274.1,72.222
YP_009255024.1,YP_009506918.1,74.657
YP_009255024.1,YP_009345359.1,73.024
YP_009255027.1,YP_009345357.1,77.742
YP_009143365.1,YP_717366.1,90.773
YP_009282750.1,YP_717366.1,91.723
YP_010085512.1,YP_717366.1,97.015
YP_010377047.1,YP_717366.1,97.693
YP_010509268.1,YP_717366.1,98.236
YP_009407987.1,YP_717366.1,46.622
YP_004821389.1,YP_717366.1,66.893
YP_009408438.1,YP_717366.1,73.134
YP_009408236.1,YP_717366.1,72.863
YP_009281804.1,YP_717366.1,90.909
YP_009255029.1,YP_009345354.1,67.006
YP_001425684.1,YP_009665224.1,42.336
YP_001425684.1,YP_001497251.1,42.753
YP_009408260.1,YP_010085537.1,63.409
YP_009408260.1,YP_010509292.1,62.955
NP_064827.1,YP_008004148.1,46.646
YP_007354105.1,YP_010779870.1,64.39
YP_004895044.1,YP_010776806.1,80.742
YP_010085727.1,YP_717366.1,97.422
YP_004895044.1,YP_010776671.1,87.179
YP_010509270.1,YP_717368.1,98.842
NP_064826.1,YP_008003867.1,56.951
NP_064826.1,YP_008004149.1,66.057
NP_064826.1,YP_008004462.1,65.455
NP_051969.1,YP_005296287.1,66.881
NP_051969.1,YP_009329716.1,67.939
NP_051969.1,YP_009408038.1,71.665
NP_051969.1,YP_227467.1,79.135
YP_009408256.1,YP_010377067.1,76.949
YP_001425706.1,YP_001497255.1,86.797
YP_001425684.1,YP_009665220.1,51.839
YP_010783644.1,YP_294192.1,33.831
YP_008052546.1,YP_294192.1,34.336
YP_009259387.1,YP_009272796.1,95.722
YP_009259387.1,YP_010793905.1,95.722
YP_009259387.1,YP_009506710.1,95.365
YP_004821368.1,YP_717339.1,59.453
YP_009408412.1,YP_717339.1,63.098
YP_009408210.1,YP_717339.1,63.781
YP_009282723.1,YP_717339.1,79.551
YP_009281777.1,YP_717339.1,78.876
YP_001425684.1,YP_009325599.1,41.902
YP_001425684.1,YP_001425699.1,36.488
YP_001425684.1,YP_009701716.1,36.148
YP_001425684.1,YP_001497230.1,38.036
YP_001425684.1,YP_001498113.1,38.036
YP_009342130.1,YP_010087895.1,94.118
YP_001425706.1,YP_009665226.1,88.02
YP_001425706.1,YP_009325604.1,88.753
YP_001425706.1,YP_009701717.1,99.024
YP_009282799.1,YP_010509316.1,92.536
YP_010085514.1,YP_717368.1,98.842
YP_010085729.1,YP_717368.1,98.842
YP_004895043.1,YP_010841201.1,83.937
YP_004895043.1,YP_010788368.1,85.011
YP_009143339.1,YP_717339.1,81.348
NP_051969.1,YP_010085778.1,66.879
NP_051969.1,YP_010377099.1,66.879
NP_051969.1,YP_232992.1,67.006
NP_051969.1,YP_717419.1,67.006
YP_003406999.1,YP_009506928.1,66.953
YP_008357322.1,YP_009021139.1,66.52
YP_008357322.1,YP_009010560.1,79.412
YP_008357322.1,YP_009010317.1,96.84
YP_008357322.1,YP_009010786.1,98.871
YP_009143367.1,YP_717368.1,91.506
YP_008357321.1,YP_009021142.1,46.12
YP_008357321.1,YP_009010558.1,63.891
YP_008357321.1,YP_009010316.1,97.054
YP_008357321.1,YP_009010785.1,98.571
YP_010085515.1,YP_717369.1,80.997
YP_010085730.1,YP_717369.1,93.072
YP_010509271.1,YP_717369.1,94.578
YP_004895043.1,YP_010776805.1,89.819
YP_003406999.1,YP_009255046.1,90.086
YP_003406999.1,YP_009094733.1,99.784
YP_009342128.1,YP_010793864.1,54.369
YP_009342128.1,YP_009508675.1,54.757
NP_064827.1,YP_008004461.1,46.815
YP_009259394.1,YP_010793898.1,97.165
YP_009259394.1,YP_009272789.1,97.167
YP_010085483.1,YP_717339.1,96.861
YP_010085700.1,YP_717339.1,97.085
YP_009259388.1,YP_010793904.1,92.763
YP_009259388.1,YP_009508689.1,94.984
YP_009259388.1,YP_009272795.1,94.704
YP_009259388.1,YP_009506709.1,92.47
YP_009259387.1,YP_009508688.1,95.722
YP_009342128.1,YP_009506723.1,54.563
YP_009342128.1,YP_010087885.1,88.299
YP_003406999.1,YP_009345352.1,65.733
YP_003406999.1,YP_004347220.1,66.164
YP_009282799.1,YP_010085563.1,93.705
YP_008052628.1,YP_009665579.1,40.206
YP_008052628.1,YP_009325868.1,40.336
YP_003406999.1,YP_009238802.1,65.88
YP_010377020.1,YP_717339.1,96.833
YP_009259394.1,YP_009508695.1,96.652
YP_008357323.1,YP_009010547.1,73.141
YP_008357323.1,YP_009010307.1,83.095
YP_008357323.1,YP_009010776.1,84.048
NP_051969.1,YP_009408490.1,68.597
NP_051969.1,YP_010085567.1,66.879
NP_051969.1,YP_009408288.1,68.855
YP_010776922.1,YP_010776924.1,56.058
YP_010776922.1,YP_010777757.1,57.605
NP_051934.1,YP_009046077.1,44.108
NP_051934.1,YP_009112776.1,40.962
NP_051934.1,YP_008658469.1,46.465
NP_051934.1,YP_009480588.1,49.498
NP_051934.1,YP_009268770.1,52.181
YP_008357323.1,YP_008357442.1,85.612
YP_008357323.1,YP_009010390.1,88.038
YP_008357323.1,YP_009010787.1,93.525
YP_008357323.1,YP_009010318.1,93.16
YP_010776922.1,YP_010777783.1,62.818
YP_009282766.1,YP_010778758.1,51.467
YP_009255004.1,YP_009345379.1,68.116
NP_042079.1,YP_010509259.1,95.763
YP_009259394.1,YP_009506702.1,96.223
YP_010776512.1,YP_010788694.1,88.372
YP_010776513.1,YP_010788693.1,92.284
YP_010776514.1,YP_010788692.1,90.027
NP_048107.1,NP_064832.1,40.303
YP_008357323.1,YP_009010912.1,87.53
YP_009255007.1,YP_009506899.1,58.91
YP_005296241.1,YP_717370.1,57.57
YP_009329662.1,YP_717370.1,57.57
YP_009480567.1,YP_717370.1,58.481
YP_009268750.1,YP_717370.1,59.364
YP_008658454.1,YP_717370.1,59.083
YP_009407990.1,YP_717370.1,66.197
YP_004821393.1,YP_717370.1,78.697
YP_009408240.1,YP_717370.1,80.423
YP_009408442.1,YP_717370.1,80.776
NP_064832.1,YP_009001699.1,45.023
NP_064832.1,YP_008003592.1,63.229
NP_064832.1,YP_008003872.1,69.362
NP_064832.1,YP_008004139.1,74.366
NP_064832.1,YP_008004452.1,74.638
YP_009342127.1,YP_010087884.1,82.659
NP_051934.1,YP_009281825.1,55.236
YP_009282754.1,YP_717370.1,91.005
YP_009143369.1,YP_717370.1,91.358
YP_010085516.1,YP_717370.1,94.709
YP_010509272.1,YP_717370.1,97.354
YP_010377051.1,YP_717370.1,97.354
YP_010085731.1,YP_717370.1,98.236
YP_009177091.1,YP_717370.1,49.47
YP_009046330.1,YP_717370.1,50.0
YP_009046093.1,YP_717370.1,50.353
YP_009448015.1,YP_717370.1,50.53
YP_009112761.1,YP_717370.1,46.479
YP_009255007.1,YP_009345375.1,62.111
NP_044007.1,NP_957814.1,45.847
NP_044007.1,YP_003457342.1,45.91
NP_044007.1,YP_009389324.1,45.258
NP_044007.1,YP_009112776.1,48.586
NP_044007.1,NP_957946.1,49.085
NP_044007.1,YP_009177075.1,43.317
NP_051934.1,YP_009408256.1,56.757
NP_051934.1,YP_010509288.1,55.405
NP_051934.1,YP_232960.1,55.574
NP_051934.1,NP_536497.1,55.912
YP_003457327.1,YP_717370.1,48.239
YP_010085333.1,YP_717370.1,53.065
YP_010085169.1,YP_717370.1,53.24
YP_009281810.1,YP_717372.1,93.727
YP_009282756.1,YP_717372.1,94.096
YP_009143371.1,YP_717372.1,94.465
YP_009281808.1,YP_717370.1,90.653
NP_051934.1,YP_004821410.1,55.724
NP_051934.1,YP_010085533.1,56.0
NP_051934.1,YP_009282771.1,54.73
NP_042107.1,NP_051934.1,55.236
NP_051934.1,YP_010085747.1,55.236
NP_051934.1,YP_009143386.1,55.068
NP_051934.1,YP_717388.1,55.574
YP_010377053.1,YP_717372.1,97.436
YP_010509274.1,YP_717372.1,98.535
YP_010085518.1,YP_717372.1,98.901
YP_009281811.1,YP_717373.1,94.229
YP_009282757.1,YP_717373.1,94.428
YP_009143372.1,YP_717373.1,94.428
YP_010085519.1,YP_717373.1,97.426
YP_010509275.1,YP_717373.1,98.111
YP_009389311.1,YP_717370.1,46.737
YP_004061701.1,YP_004061948.1,66.931
YP_009342125.1,YP_010087882.1,83.824
YP_009259397.1,YP_009342238.1,58.899
YP_009259397.1,YP_010087980.1,58.303
YP_009259397.1,YP_009506698.1,95.221
YP_009259397.1,YP_009272787.1,95.752
YP_009259397.1,YP_009508699.1,95.752
YP_009259397.1,YP_010793895.1,96.106
YP_010377054.1,YP_717373.1,97.913
YP_010085734.1,YP_717373.1,98.807
YP_010085733.1,YP_717372.1,96.703
YP_009342124.1,YP_010087881.1,84.974
YP_004061701.1,YP_009172553.1,87.831
YP_004061701.1,YP_009172832.1,89.39
YP_004061701.1,YP_009173072.1,100.0
YP_008052639.1,YP_009173637.1,45.851
NP_044007.1,YP_008658469.1,53.626
NP_044007.1,YP_227434.1,44.649
NP_044007.1,YP_010085533.1,48.264
NP_044007.1,YP_717388.1,47.716
NP_044007.1,YP_232960.1,47.547
NP_044007.1,YP_010085747.1,47.208
NP_044007.1,YP_009046314.1,43.062
YP_009177089.1,YP_717373.1,50.644
YP_010085171.1,YP_717373.1,51.133
YP_010085335.1,YP_717373.1,51.232
YP_009389314.1,YP_717373.1,55.271
YP_009112764.1,YP_717373.1,55.03
YP_003457330.1,YP_717373.1,55.534
YP_009480575.1,YP_717373.1,58.549
YP_009268757.1,YP_717373.1,60.099
YP_009329664.1,YP_717373.1,61.843
NP_044007.1,YP_009447999.1,43.45
NP_044007.1,YP_009046077.1,43.75
NP_044007.1,YP_009329680.1,42.409
NP_044007.1,YP_005296254.1,43.399
NP_044007.1,NP_051934.1,45.194
NP_044007.1,NP_938305.1,44.781
NP_044007.1,NP_051759.1,46.206
NP_044007.1,YP_009408005.1,44.724
NP_044007.1,NP_073435.1,45.286
NP_044007.1,YP_009143386.1,47.208
NP_044007.1,YP_010509288.1,47.547
NP_044007.1,NP_536497.1,47.377
NP_044007.1,YP_009268770.1,48.142
NP_042107.1,NP_044007.1,47.716
NP_044007.1,YP_010377067.1,47.555
NP_044007.1,YP_009408256.1,48.562
NP_044007.1,YP_004821410.1,47.466
NP_044007.1,YP_009281825.1,48.393
NP_044007.1,YP_009282771.1,48.562
NP_044007.1,YP_009480588.1,47.138
NP_044007.1,YP_009408458.1,48.393
NP_044007.1,YP_010085184.1,55.288
YP_009408263.1,YP_010085540.1,68.158
YP_009408263.1,YP_010085753.1,68.158
YP_008658457.1,YP_717373.1,60.199
YP_009407992.1,YP_717373.1,69.712
YP_004821396.1,YP_717373.1,78.175
YP_009408444.1,YP_717373.1,83.118
YP_009408242.1,YP_717373.1,83.416
YP_009259403.1,YP_009506692.1,79.317
YP_009259403.1,YP_009272783.1,80.16
YP_009259403.1,YP_010793891.1,79.476
YP_009259403.1,YP_009508706.1,84.054
NP_042079.1,YP_009281795.1,78.531
YP_009046328.1,YP_717373.1,50.645
YP_009282766.1,YP_009665561.1,50.194
YP_009702414.1,YP_009703773.1,100.0
NP_042142.1,NP_536532.1,92.763
YP_010776922.1,YP_010777819.1,60.092
YP_010776922.1,YP_010777753.1,57.113
YP_003457401.1,YP_009282831.1,49.348
YP_003457401.1,YP_009281885.1,48.008
YP_003457401.1,YP_009480646.1,48.24
YP_003457401.1,YP_009112834.1,86.179
YP_003457401.1,YP_009389381.1,83.436
NP_064834.1,YP_008004165.1,86.787
NP_064834.1,YP_008004475.1,87.087
NP_051934.1,YP_009408005.1,57.429
NP_051934.1,YP_010377067.1,55.912
NP_051934.1,YP_009408458.1,56.926
NP_051934.1,YP_009329680.1,57.737
YP_010841481.1,YP_010842083.1,71.074
NP_042079.1,YP_009143357.1,83.051
NP_042079.1,YP_232932.1,93.503
YP_009448013.1,YP_717373.1,49.901
YP_009046091.1,YP_717373.1,50.347
YP_009259410.1,YP_009272777.1,96.186
YP_009259410.1,YP_010793886.1,96.082
NP_042079.1,YP_010377038.1,93.503
NP_042079.1,YP_010085503.1,93.22
NP_042079.1,YP_717358.1,95.198
NP_042079.1,YP_010085718.1,94.633
YP_005296243.1,YP_717373.1,62.735
YP_009408263.1,YP_010377074.1,68.158
YP_009408263.1,YP_010509295.1,68.421
NP_044007.1,YP_010085348.1,55.288
YP_009408265.1,YP_010085543.1,77.059
YP_009408265.1,YP_010377076.1,79.118
YP_009408265.1,YP_010509297.1,78.529
YP_009408264.1,YP_010509296.1,93.846
NP_042079.1,YP_009282741.1,80.226
YP_009259408.1,YP_010793888.1,84.026
YP_009259410.1,YP_009506687.1,95.253
YP_009259410.1,YP_009508710.1,95.082
YP_009259415.1,YP_009508713.1,93.973
NP_064834.1,YP_008003875.1,84.894
YP_010776520.1,YP_010788686.1,81.231
YP_009342116.1,YP_010087909.1,68.065
NP_064834.1,YP_008003594.1,86.186
NP_051934.1,YP_005296254.1,58.07
NP_051934.1,YP_227434.1,62.814
NP_051933.1,YP_009480587.1,50.512
YP_009259415.1,YP_009272772.1,95.89
YP_009259416.1,YP_009508714.1,92.147
YP_008357301.1,YP_009046717.1,37.394
YP_008357301.1,YP_009021106.1,64.714
YP_008357301.1,YP_009010536.1,83.177
YP_008357301.1,YP_009010298.1,98.296
YP_008357301.1,YP_009010764.1,99.361
NP_042080.1,YP_010085719.1,95.276
NP_042080.1,YP_232933.1,96.22
NP_042080.1,YP_010509260.1,96.22
NP_042080.1,YP_717359.1,98.11
YP_003987013.1,YP_010776245.1,79.158
YP_003987013.1,YP_010841638.1,84.97
YP_009259415.1,YP_010793880.1,95.342
NP_051933.1,YP_009268769.1,53.13
NP_051933.1,YP_004821409.1,54.948
NP_042106.1,NP_051933.1,55.621
NP_051933.1,YP_009281824.1,56.065
YP_009342120.1,YP_010087878.1,85.315
YP_010776523.1,YP_010788683.1,91.003
NP_051933.1,YP_232959.1,55.917
YP_009254993.1,YP_009506879.1,59.333
YP_003987013.1,YP_010778295.1,44.033
NP_042080.1,YP_009281796.1,82.732
NP_042080.1,YP_010377039.1,94.654
NP_042080.1,YP_010085504.1,94.811
YP_009259416.1,YP_009506683.1,89.267
YP_009259419.1,YP_009508687.1,92.113
YP_003970001.1,YP_003987013.1,38.41
NP_051933.1,YP_010509287.1,56.065
NP_051933.1,YP_009408004.1,55.687
NP_051933.1,YP_010377066.1,56.213
NP_051933.1,YP_009143385.1,56.509
NP_051933.1,YP_009046315.1,45.228
NP_051933.1,YP_009448000.1,45.815
NP_051933.1,YP_784261.1,42.667
NP_051933.1,YP_009046078.1,45.815
NP_051933.1,YP_009177076.1,45.87
NP_051933.1,YP_010085347.1,44.721
NP_051933.1,YP_010085183.1,45.161
NP_051933.1,YP_003457341.1,46.266
NP_051933.1,YP_009112775.1,47.384
NP_051933.1,YP_009389323.1,47.445
NP_051933.1,YP_008658468.1,52.053
YP_010776524.1,YP_010788682.1,85.324
YP_010776526.1,YP_010777466.1,57.663
YP_010776526.1,YP_010780269.1,59.484
YP_010776526.1,YP_010841963.1,60.431
YP_010776526.1,YP_010781557.1,60.654
YP_010776526.1,YP_010789913.1,71.637
YP_009342097.1,YP_010087914.1,75.61
YP_010776922.1,YP_010841796.1,52.453
YP_003987411.1,YP_010777782.1,68.171
NP_051933.1,YP_009408255.1,56.657
NP_051933.1,YP_009408457.1,57.101
NP_051933.1,YP_009282770.1,56.509
NP_051933.1,YP_717387.1,55.769
NP_051969.1,YP_009143418.1,66.71
NP_051969.1,YP_010509320.1,66.752
NP_051969.1,YP_008658501.1,63.97
NP_051969.1,NP_536529.1,66.752
NP_048189.1,NP_064836.1,42.631
NP_064836.1,YP_009001623.1,49.938
NP_064836.1,YP_008003877.1,78.25
NP_064836.1,YP_008003596.1,75.971
NP_064836.1,YP_008004477.1,84.428
NP_064836.1,YP_008004167.1,84.672
YP_010776922.1,YP_010777140.1,57.261
YP_010776524.1,YP_010779374.1,61.297
YP_010776524.1,YP_010789911.1,62.378
YP_009259419.1,YP_009272770.1,92.394
YP_009259419.1,YP_010793877.1,93.239
YP_009259416.1,YP_009272771.1,90.838
YP_009259416.1,YP_010793879.1,90.838
YP_003987013.1,YP_010783546.1,32.999
YP_003987013.1,YP_009173653.1,33.715
YP_003987013.1,YP_008052581.1,35.306
YP_003987013.1,YP_010788982.1,78.758
YP_003457399.1,YP_009112832.1,74.373
YP_003457399.1,YP_009389379.1,79.609
NP_051933.1,NP_536496.1,56.361
NP_051969.1,YP_009177056.1,57.576
NP_051969.1,YP_010085218.1,56.281
NP_051969.1,YP_010085382.1,56.533
NP_051969.1,YP_009480619.1,59.217
NP_051969.1,YP_009389355.1,56.671
NP_051969.1,YP_003457373.1,57.052
NP_051969.1,YP_009112807.1,56.835
NP_051969.1,YP_009268801.1,60.892
NP_042139.1,NP_051969.1,66.369
NP_051969.1,YP_009281857.1,67.224
NP_051969.1,YP_009282803.1,67.095
YP_009342105.1,YP_010087959.1,57.2
YP_010776526.1,YP_010788680.1,91.437
YP_010776526.1,YP_010779371.1,63.949
YP_010776526.1,YP_010779372.1,80.082
YP_010776528.1,YP_010788678.1,82.436
YP_010776485.1,YP_010789867.1,58.383
NP_659578.1,NP_659723.1,100.0
YP_009259419.1,YP_009506711.1,92.113
NP_042080.1,YP_004821380.1,56.487
NP_042080.1,YP_009408430.1,62.222
NP_042080.1,YP_009408228.1,62.857
NP_042080.1,YP_009143358.1,79.937
NP_042080.1,YP_009282742.1,82.288
YP_010776485.1,YP_010789133.1,54.373
YP_003457430.1,YP_009112865.1,62.14
NP_051969.1,YP_004821443.1,65.982
NP_051933.1,YP_010085746.1,56.657
NP_051933.1,YP_010085532.1,58.05
NP_051933.1,YP_009329679.1,61.325
NP_051933.1,YP_227433.1,57.164
NP_051933.1,YP_005296253.1,61.504
YP_003457392.1,YP_010377118.1,38.571
YP_003406899.1,YP_009254939.1,79.8
YP_003406899.1,YP_009094641.1,88.738
YP_003987013.1,YP_010777414.1,99.599
YP_003987013.1,YP_010803459.1,44.348
YP_003987013.1,YP_010841636.1,75.352
YP_003987013.1,YP_010788984.1,74.47
YP_003987013.1,YP_010776243.1,74.47
YP_003987013.1,YP_010782156.1,72.66
YP_003987013.1,YP_010780850.1,72.794
YP_003987013.1,YP_004894424.1,75.636
YP_003457392.1,YP_004821465.1,38.268
YP_003457392.1,YP_010085587.1,38.749
YP_003457392.1,YP_009143437.1,39.188
YP_003457392.1,YP_010509339.1,39.011
YP_003457392.1,YP_010085797.1,39.188
YP_003457392.1,YP_009282822.1,39.121
YP_004061854.1,YP_009665023.1,63.931
YP_004061854.1,YP_004062106.1,72.967
YP_004061854.1,YP_007674676.1,77.802
YP_010776485.1,YP_010789128.1,69.892
YP_010776485.1,YP_010842075.1,55.062
YP_010776485.1,YP_010788582.1,62.198
YP_010776485.1,YP_010789368.1,57.386
YP_010776485.1,YP_010789121.1,60.625
YP_010776533.1,YP_010788672.1,96.316
YP_010776532.1,YP_010788673.1,87.781
YP_003457393.1,YP_009112826.1,85.014
YP_003457393.1,YP_009389375.1,86.35
YP_003457392.1,YP_009177149.1,37.106
YP_003457392.1,YP_009448096.1,36.94
YP_003457392.1,YP_009046405.1,37.118
YP_003457392.1,YP_009046170.1,36.9
YP_003457392.1,YP_009408057.1,37.651
YP_003457392.1,YP_009408509.1,40.087
YP_003987013.1,YP_010779683.1,76.404
YP_003987013.1,YP_010789630.1,76.789
YP_003987013.1,YP_007354277.1,76.111
YP_004061854.1,YP_009172734.1,78.022
YP_003457392.1,YP_010085236.1,42.514
YP_009408264.1,YP_010085542.1,94.231
YP_009408264.1,YP_010377075.1,94.231
YP_003457392.1,YP_010085400.1,42.842
YP_003457392.1,YP_009480637.1,42.345
YP_003457392.1,YP_009268819.1,43.629
YP_010776485.1,YP_010789995.1,56.204
NP_042105.1,NP_051932.1,66.353
YP_004061854.1,YP_009172988.1,84.292
YP_009254993.1,YP_009664933.1,40.36
YP_009254993.1,YP_009310243.1,58.0
YP_009281814.1,YP_717376.1,82.155
YP_009143375.1,YP_717376.1,83.502
YP_009282760.1,YP_717376.1,83.502
YP_010377057.1,YP_717376.1,90.604
YP_010509278.1,YP_717376.1,91.946
YP_010085737.1,YP_717376.1,92.617
YP_010085522.1,YP_717376.1,93.96
NP_051932.1,YP_010509286.1,66.824
NP_051932.1,YP_717386.1,66.824
NP_051932.1,YP_232958.1,67.059
NP_051932.1,YP_009408254.1,66.979
NP_051932.1,YP_009408456.1,66.979
NP_051932.1,YP_010085531.1,67.059
YP_003457392.1,YP_008658523.1,46.988
YP_003457392.1,YP_009389374.1,75.165
YP_003457392.1,YP_009112825.1,73.575
YP_003986591.1,YP_010777017.1,85.303
YP_003457392.1,YP_005296306.1,39.054
YP_003457392.1,YP_009329735.1,38.944
YP_003457392.1,YP_009281876.1,39.627
YP_003457392.1,YP_009408307.1,39.477
NP_064838.1,NP_064957.1,78.531
NP_064838.1,NP_064959.1,78.889
NP_536532.1,YP_010085570.1,93.421
NP_051932.1,YP_004821408.1,65.808
NP_051932.1,YP_009408003.1,65.258
YP_010776533.1,YP_010778601.1,50.0
YP_003407107.1,YP_009255163.1,95.185
YP_003407107.1,YP_009094842.1,99.63
YP_009254993.1,YP_009345397.1,70.297
NP_536532.1,YP_010509323.1,93.75
YP_003987011.1,YP_010779679.1,72.254
YP_003987011.1,YP_010776248.1,72.515
YP_003987011.1,YP_010782152.1,72.174
YP_003987011.1,YP_004894429.1,72.222
YP_003987011.1,YP_010780846.1,72.174
YP_003987011.1,YP_010841641.1,77.286
YP_010776533.1,YP_010803572.1,50.345
YP_009342073.1,YP_010088018.1,82.396
YP_009408265.1,YP_010085755.1,77.941
NP_051785.1,NP_051960.1,90.432
YP_009046078.1,YP_232959.1,44.183
YP_010776046.1,YP_010789194.1,91.247
NP_051786.1,YP_009408482.1,67.043
NP_051786.1,YP_009408030.1,71.518
NP_051786.1,NP_938330.1,74.093
NP_051786.1,YP_227459.1,78.098
NP_051786.1,NP_051961.1,93.985
YP_004061650.1,YP_009172503.1,93.091
NP_051786.1,NP_073460.1,75.469
YP_009254985.1,YP_009310251.1,60.13
YP_009254985.1,YP_009345389.1,66.709
YP_009254985.1,YP_009506887.1,65.33
YP_010841441.1,YP_010842216.1,48.346
YP_009408264.1,YP_010085754.1,94.615
YP_008357328.1,YP_009010323.1,95.189
YP_010377059.1,YP_717380.1,99.359
YP_004821402.1,YP_717380.1,85.577
YP_009408450.1,YP_717380.1,89.032
YP_009408248.1,YP_717380.1,89.355
YP_009143378.1,YP_717380.1,94.551
YP_009281817.1,YP_717380.1,96.154
YP_009282763.1,YP_717380.1,96.474
YP_010085525.1,YP_717380.1,98.718
YP_010085739.1,YP_717380.1,99.038
YP_010509281.1,YP_717380.1,99.038
NP_042081.1,YP_232934.1,98.118
NP_042081.1,YP_010085505.1,98.387
NP_042081.1,YP_010509261.1,98.387
NP_042081.1,YP_717360.1,99.462
NP_536532.1,YP_232995.1,94.079
YP_004063651.1,YP_007674667.1,100.0
YP_010776533.1,YP_010780255.1,72.105
YP_010776533.1,YP_010781540.1,74.035
YP_010776533.1,YP_010777474.1,76.678
YP_010776533.1,YP_010789920.1,82.394
YP_009408268.1,YP_010377079.1,74.328
NP_044001.1,YP_009389323.1,49.564
NP_044001.1,YP_009177076.1,44.088
NP_044001.1,YP_009112775.1,52.746
NP_044001.1,NP_051933.1,44.687
NP_044001.1,YP_003457341.1,51.375
NP_051932.1,YP_009282769.1,66.981
YP_010509283.1,YP_717382.1,97.77
YP_009254982.1,YP_009506873.1,65.891
YP_009254982.1,YP_009345402.1,66.86
NP_051932.1,YP_009143384.1,67.059
NP_051932.1,YP_009281823.1,67.059
NP_051932.1,YP_010085745.1,67.059
NP_051932.1,YP_005296252.1,72.055
NP_051932.1,YP_227432.1,75.52
YP_003457389.1,YP_010085584.1,57.264
YP_010085741.1,YP_717382.1,96.654
NP_536532.1,YP_717422.1,95.066
YP_010085527.1,YP_717382.1,95.911
YP_010377061.1,YP_717382.1,97.398
YP_003987010.1,YP_010841643.1,66.429
YP_009465836.1,YP_294186.1,62.667
YP_004894644.1,YP_294186.1,48.396
YP_010788765.1,YP_294186.1,48.396
YP_010841881.1,YP_294186.1,46.64
YP_010779452.1,YP_294186.1,48.392
YP_010777228.1,YP_294186.1,48.579
YP_010841410.1,YP_010842284.1,58.645
NP_051932.1,NP_536495.1,66.824
NP_051932.1,YP_010377065.1,66.824
YP_010776533.1,YP_010779363.1,82.746
YP_003986816.1,YP_294186.1,48.309
YP_007354486.1,YP_294186.1,47.638
YP_008357336.1,YP_009010624.1,65.854
YP_003987010.1,YP_010777411.1,97.789
YP_009254975.1,YP_009345408.1,65.596
YP_009254979.1,YP_009345405.1,63.614
YP_009254979.1,YP_009506870.1,64.589
NP_536532.1,YP_010085781.1,95.395
YP_003987009.1,YP_010776249.1,56.971
YP_003987009.1,YP_010841644.1,60.568
YP_003987009.1,YP_010777410.1,95.915
YP_010777823.1,YP_010790203.1,65.829
YP_010777823.1,YP_010782370.1,48.411
YP_010777823.1,YP_010841253.1,52.182
YP_010777823.1,YP_010841796.1,49.905
YP_010777823.1,YP_010842321.1,52.252
YP_010777823.1,YP_010841375.1,49.593
YP_010777823.1,YP_010789353.1,67.021
YP_010789835.1,YP_294186.1,49.091
YP_001425721.1,YP_009701725.1,98.886
YP_001425719.1,YP_009701724.1,93.452
YP_003987011.1,YP_010777412.1,97.965
YP_010085477.1,YP_717332.1,81.21
YP_010377015.1,YP_717332.1,93.038
YP_010085694.1,YP_717332.1,93.987
YP_010777823.1,YP_010790202.1,64.683
YP_003986594.1,YP_010776971.1,92.477
YP_003457390.1,YP_009112823.1,85.172
YP_003457390.1,YP_009389372.1,86.139
YP_003457389.1,YP_009046402.1,54.342
YP_003457389.1,YP_009046167.1,54.482
YP_003457389.1,YP_009448093.1,54.482
YP_003457389.1,YP_009177147.1,54.762
YP_003457389.1,YP_004821461.1,56.7
YP_003457389.1,YP_010085794.1,57.123
YP_003457389.1,YP_009282819.1,57.405
YP_008052446.1,YP_294186.1,54.225
YP_010803255.1,YP_294186.1,53.65
YP_010778758.1,YP_294186.1,47.211
YP_009254971.1,YP_009506860.1,82.935
YP_009254971.1,YP_009345420.1,83.618
YP_009254974.1,YP_009310231.1,73.274
YP_003457389.1,YP_009408506.1,57.828
YP_003457389.1,YP_009143434.1,57.546
YP_003457389.1,YP_010085233.1,58.931
YP_003457389.1,YP_009281873.1,57.828
YP_003457389.1,YP_010085397.1,59.072
YP_003457389.1,YP_009408304.1,58.251
YP_003457389.1,YP_009408054.1,59.014
YP_003457389.1,YP_009480634.1,60.508
YP_003457389.1,YP_009268816.1,60.986
