qseqid,sseqid,pident
NP_536545.1,NP_536545.1,100.0
YP_010788492.1,YP_010788492.1,100.0
YP_009701529.1,YP_009702063.1,97.92
YP_009701529.1,YP_009701529.1,100.0
YP_004894568.1,YP_010781863.1,72.94
YP_004894568.1,YP_010777291.1,73.66
YP_004894568.1,YP_010789763.1,82.77
YP_004894568.1,YP_010779536.1,83.72
YP_004894568.1,YP_007354415.1,83.72
YP_004894568.1,YP_010788842.1,98.35
YP_004894568.1,YP_010776379.1,98.18
YP_004894568.1,YP_004894568.1,100.0
YP_001425677.1,YP_001497243.1,65.75
YP_001425677.1,YP_009665222.1,65.82
YP_001425677.1,YP_009701711.1,85.16
YP_001425677.1,YP_001425677.1,100.0
YP_010084829.1,YP_010084829.1,100.0
NP_955210.1,YP_009046372.1,82.1
NP_955210.1,YP_009448060.1,82.1
NP_955210.1,NP_955210.1,100.0
NP_042799.1,YP_009703376.1,100.0
YP_003986887.1,YP_010779542.1,61.59
YP_010788946.1,YP_010788946.1,100.0
YP_008003846.1,YP_008003846.1,100.0
YP_001425677.1,YP_009325601.1,52.96
YP_009506692.1,YP_009506692.1,100.0
YP_003986887.1,YP_007354410.1,61.91
YP_009172660.1,YP_009172660.1,100.0
YP_784337.1,YP_784337.1,100.0
YP_003986887.1,YP_010841781.1,67.9
YP_007354698.1,YP_007354698.1,100.0
NP_955210.1,YP_009046135.1,82.1
YP_001426181.1,YP_001497977.1,66.85
YP_004894568.1,YP_010841786.1,71.4
YP_004894568.1,YP_010780569.1,72.31
YP_009052108.1,YP_009052108.1,100.0
YP_003986887.1,YP_010777296.1,99.06
YP_009701525.1,YP_009701525.1,100.0
NP_042799.1,YP_009703558.1,100.0
NP_042799.1,YP_009703713.1,100.0
NP_042799.1,YP_009702672.1,100.0
NP_042799.1,YP_009703162.1,100.0
YP_009408453.1,YP_010085742.1,81.43
YP_001425677.1,YP_001425691.1,69.95
NP_042799.1,NP_042799.1,100.0
NP_042799.1,YP_009702353.1,100.0
NP_042799.1,YP_009702511.1,100.0
YP_009282770.1,YP_009282770.1,100.0
YP_001425677.1,YP_001497236.1,57.66
YP_001425677.1,YP_001498119.1,58.87
YP_004347308.1,YP_004347308.1,100.0
YP_004347308.1,YP_009255117.1,68.29
YP_004347308.1,YP_009094792.1,68.47
YP_004347308.1,YP_009507014.1,85.44
YP_004347308.1,YP_009238893.1,84.85
YP_004347308.1,YP_009345270.1,95.48
YP_009408453.1,YP_010377062.1,81.69
NP_671523.1,NP_671523.1,100.0
YP_001426181.1,YP_001498788.1,66.32
YP_010085416.1,YP_784337.1,72.36
YP_009172628.1,YP_009664933.1,84.25
YP_009172628.1,YP_009172628.1,100.0
YP_001497388.1,YP_009665279.1,79.9
YP_001497388.1,YP_009325576.1,70.53
YP_001497388.1,YP_001497388.1,100.0
YP_009640061.1,YP_009640061.1,100.0
NP_957919.1,NP_957919.1,100.0
YP_009701525.1,YP_009702058.1,95.17
YP_001425677.1,YP_009325600.1,61.8
YP_001425677.1,YP_009701715.1,69.0
YP_001425677.1,YP_009701714.1,69.05
YP_001425677.1,YP_001425684.1,69.78
NP_042799.1,YP_009703874.1,100.0
NP_042799.1,YP_009703004.1,97.27
NP_042799.1,YP_009702839.1,97.88
NP_042799.1,YP_009927230.1,99.91
NP_042805.1,YP_009702678.1,100.0
NP_042805.1,YP_009703168.1,100.0
NP_042805.1,YP_009703385.1,100.0
NP_042805.1,YP_009703719.1,100.0
YP_003212938.1,YP_009173162.1,45.63
YP_003212938.1,YP_004063542.1,54.93
YP_003212938.1,YP_007674779.1,55.13
YP_007354687.1,YP_007354687.1,100.0
NP_042805.1,YP_009703564.1,99.92
YP_004062007.1,YP_004062007.1,100.0
YP_003987128.1,YP_003987128.1,100.0
YP_010789604.1,YP_010841611.1,68.4
YP_010789604.1,YP_010789604.1,100.0
YP_010796814.1,YP_010796814.1,100.0
YP_003987128.1,YP_010777526.1,93.02
YP_010779237.1,YP_010779237.1,100.0
YP_003212938.1,YP_009172883.1,94.21
YP_003212938.1,YP_003212938.1,100.0
YP_784314.1,YP_784314.1,100.0
NP_042805.1,YP_009703880.1,99.83
NP_042805.1,YP_009703010.1,96.22
NP_042805.1,YP_009702845.1,96.31
NP_042805.1,YP_009927236.1,99.08
YP_003987132.1,YP_010777531.1,98.0
YP_003987132.1,YP_003987132.1,100.0
YP_009046131.1,YP_010085204.1,76.12
YP_009046131.1,YP_009177121.1,87.12
YP_009052102.1,YP_009052102.1,100.0
YP_003969844.1,YP_003969844.1,100.0
NP_042805.1,NP_042805.1,100.0
NP_042805.1,YP_009702359.1,100.0
NP_042805.1,YP_009702517.1,100.0
YP_004894424.1,YP_010803459.1,44.7
YP_004894424.1,YP_010841636.1,74.75
YP_004894424.1,YP_010776243.1,98.38
YP_004894424.1,YP_010788984.1,98.69
YP_010509320.1,YP_010509320.1,100.0
YP_009046131.1,YP_009408026.1,69.88
YP_009046131.1,YP_009143406.1,70.38
YP_009046131.1,YP_009282791.1,70.46
YP_009046131.1,YP_010509308.1,70.47
YP_009046131.1,YP_010085766.1,70.62
YP_009046131.1,YP_010085554.1,70.66
YP_009046131.1,YP_009281845.1,70.69
YP_009046131.1,YP_009408276.1,70.54
YP_009046131.1,YP_009408478.1,70.62
YP_009046131.1,YP_010085368.1,76.05
YP_003212938.1,YP_009172610.1,54.26
YP_009172610.1,YP_009172610.1,100.0
YP_009408453.1,YP_010085528.1,81.3
YP_004732904.1,YP_654693.1,67.71
YP_009010536.1,YP_654693.1,68.3
YP_009010764.1,YP_654693.1,69.67
YP_009010298.1,YP_654693.1,69.57
YP_008357301.1,YP_654693.1,69.88
YP_654693.1,YP_654693.1,100.0
YP_003212938.1,YP_004061790.1,44.58
YP_010776987.1,YP_010776987.1,100.0
YP_009046131.1,YP_009448056.1,99.61
YP_004061648.1,YP_004061648.1,100.0
YP_010776136.1,YP_010789092.1,77.99
YP_010776136.1,YP_010776136.1,100.0
YP_010085778.1,YP_010509320.1,98.47
YP_010377099.1,YP_010509320.1,99.11
YP_008003872.1,YP_008003872.1,100.0
YP_008003592.1,YP_008003872.1,65.44
YP_010780630.1,YP_010780630.1,100.0
YP_010796811.1,YP_010796811.1,100.0
YP_009408251.1,YP_009408453.1,98.95
YP_008003872.1,YP_008004139.1,71.83
YP_009046131.1,YP_010377087.1,70.47
YP_009046131.1,YP_009046131.1,100.0
YP_009046131.1,YP_009389342.1,63.06
YP_009046131.1,YP_009112795.1,62.72
YP_009046131.1,YP_009480607.1,66.74
YP_004894424.1,YP_010780850.1,75.39
YP_004894424.1,YP_010789630.1,87.74
YP_004894424.1,YP_007354277.1,87.57
YP_004894424.1,YP_010779683.1,87.55
YP_004894424.1,YP_004894424.1,100.0
NP_042814.1,YP_009702687.1,100.0
NP_042814.1,YP_009703019.1,98.16
NP_042814.1,YP_009702854.1,98.3
NP_042814.1,YP_009927245.1,99.86
NP_042814.1,NP_042814.1,100.0
NP_042814.1,YP_009703177.1,100.0
NP_042814.1,YP_009703401.1,100.0
NP_042814.1,YP_009703573.1,100.0
NP_042814.1,YP_009703728.1,100.0
YP_008003596.1,YP_008003877.1,75.85
YP_008003877.1,YP_008004477.1,77.76
YP_008003877.1,YP_008004167.1,78.49
YP_008003877.1,YP_008003877.1,100.0
YP_009046131.1,YP_009268789.1,67.36
YP_009046131.1,YP_009329703.1,68.76
YP_008003872.1,YP_008004452.1,72.25
NP_042814.1,YP_009702526.1,100.0
NP_957928.1,NP_957928.1,100.0
NP_042814.1,YP_009703889.1,100.0
YP_010779347.1,YP_010779347.1,100.0
YP_004821357.1,YP_009046333.1,45.19
YP_004821357.1,YP_009046096.1,45.3
YP_004821357.1,YP_009143326.1,74.94
YP_004821357.1,YP_005296351.1,56.26
YP_004821357.1,YP_010509402.1,68.85
YP_004821357.1,YP_010377176.1,70.61
YP_004821357.1,YP_010085869.1,70.11
YP_009506702.1,YP_009506702.1,100.0
YP_003987343.1,YP_004895108.1,63.79
YP_003987343.1,YP_010776855.1,63.83
YP_004347296.1,YP_009345281.1,95.27
NP_052033.1,NP_052033.1,100.0
YP_008003891.1,YP_009001558.1,63.95
YP_008003611.1,YP_008003891.1,87.26
YP_003987343.1,YP_010788325.1,64.76
YP_003987343.1,YP_010789397.1,65.12
NP_955215.1,YP_009046140.1,73.29
NP_955215.1,YP_009046377.1,73.41
NP_955215.1,YP_009448065.1,73.53
NP_955215.1,NP_955215.1,100.0
YP_003987343.1,YP_007354026.1,64.35
NP_048589.1,YP_009325606.1,86.62
NP_048589.1,YP_009665335.1,91.86
NP_048589.1,YP_001498373.1,92.0
NP_048589.1,YP_001497512.1,92.14
NP_048589.1,NP_048589.1,100.0
NP_078770.1,NP_078770.1,100.0
NP_042814.1,YP_009702368.1,100.0
YP_009282791.1,YP_009329703.1,75.81
YP_009172554.1,YP_009172554.1,100.0
YP_009282791.1,YP_009408276.1,90.28
YP_009282791.1,YP_010509308.1,96.19
YP_001425672.1,YP_001498126.1,74.74
YP_001425672.1,YP_009665224.1,74.74
YP_001425672.1,YP_001497251.1,75.05
YP_001425672.1,YP_009701710.1,94.89
YP_001425672.1,YP_001425672.1,100.0
YP_003987343.1,YP_010779967.1,66.36
YP_009094717.1,YP_009310274.1,71.66
YP_009172559.1,YP_009172559.1,100.0
YP_008003891.1,YP_008004199.1,88.27
YP_008003891.1,YP_008004501.1,88.37
YP_008003891.1,YP_008003891.1,100.0
YP_008003892.1,YP_008003892.1,100.0
YP_004821357.1,YP_009408395.1,71.22
YP_004821357.1,YP_009281948.1,71.12
YP_004821357.1,YP_009143508.1,70.7
YP_009506702.1,YP_010793898.1,97.51
YP_009506702.1,YP_009508695.1,98.03
YP_010841636.1,YP_010841636.1,100.0
YP_009282791.1,YP_010377087.1,96.19
YP_009282791.1,YP_010085766.1,96.35
YP_009282791.1,YP_010085554.1,96.35
YP_009282791.1,YP_009282791.1,100.0
YP_009665422.1,YP_009665422.1,100.0
YP_009282791.1,YP_009448056.1,70.46
YP_009282791.1,YP_010085204.1,72.2
YP_009282791.1,YP_009389342.1,67.93
YP_009282791.1,YP_009480607.1,69.8
YP_009282791.1,YP_010085368.1,72.51
YP_004821357.1,YP_009448018.1,45.13
YP_009448336.1,YP_009448336.1,100.0
YP_001497366.1,YP_009325565.1,61.57
YP_001497366.1,YP_001497366.1,100.0
YP_008003902.1,YP_008003902.1,100.0
YP_004821357.1,YP_004821357.1,100.0
YP_009282791.1,YP_009408026.1,82.49
YP_009282791.1,YP_009408478.1,89.97
YP_009282795.1,YP_010085770.1,95.6
YP_009282795.1,YP_009282795.1,100.0
YP_004347296.1,YP_004347296.1,100.0
NP_038981.1,NP_038981.1,100.0
YP_010789151.1,YP_010789151.1,100.0
YP_004821357.1,YP_009408189.1,69.92
YP_004821357.1,YP_010085660.1,69.8
YP_004821357.1,YP_009282894.1,70.21
YP_009282799.1,YP_009408486.1,81.02
YP_010803200.1,YP_010803200.1,100.0
NP_957934.1,YP_009389314.1,84.85
NP_957802.1,NP_957934.1,86.81
NP_957934.1,YP_009112764.1,87.2
NP_957934.1,YP_003457330.1,88.28
NP_957934.1,NP_957934.1,100.0
YP_001497366.1,YP_009665270.1,88.04
YP_009282795.1,YP_009408482.1,86.54
YP_009282795.1,YP_009408280.1,86.92
YP_009282795.1,YP_010377091.1,94.84
YP_009282795.1,YP_010085558.1,94.84
YP_009282795.1,YP_010509312.1,95.35
YP_227482.1,YP_227482.1,100.0
YP_009094717.1,YP_009506918.1,74.09
YP_009094717.1,YP_009345359.1,72.7
NP_064956.1,NP_064956.1,100.0
YP_010780547.1,YP_010781842.1,90.14
YP_010779564.1,YP_010779564.1,100.0
YP_004821357.1,YP_009329792.1,53.96
YP_009172735.1,YP_009172989.1,94.22
YP_009172989.1,YP_009172989.1,100.0
YP_010804504.1,YP_010804504.1,100.0
NP_957937.1,NP_957937.1,100.0
YP_010841865.1,YP_010841865.1,100.0
YP_010780547.1,YP_010780547.1,100.0
YP_008658523.1,YP_008658523.1,100.0
NP_039086.1,YP_009046332.1,48.66
NP_039086.1,YP_009046095.1,49.25
NP_039086.1,YP_009448017.1,49.12
YP_010789523.1,YP_010789523.1,100.0
YP_009701494.1,YP_009701686.1,94.07
YP_009172989.1,YP_009665024.1,84.22
NP_955033.1,NP_955033.1,100.0
YP_009282799.1,YP_010085774.1,92.42
YP_009282799.1,YP_010509316.1,92.54
YP_009282799.1,YP_010085563.1,93.71
YP_009282799.1,YP_009282799.1,100.0
YP_009282799.1,YP_009408284.1,81.14
YP_009282799.1,YP_010377095.1,92.19
NP_039086.1,NP_955148.1,50.0
NP_039086.1,NP_955178.1,71.65
NP_039086.1,YP_009046117.1,77.89
NP_039086.1,NP_039086.1,100.0
NP_048569.4,NP_048569.4,100.0
YP_009701494.1,YP_009701494.1,100.0
YP_004063556.1,YP_004063556.1,100.0
NP_957938.1,NP_957938.1,100.0
NP_957945.1,NP_957945.1,100.0
YP_010777894.1,YP_010777894.1,100.0
YP_010804498.1,YP_010804498.1,100.0
YP_008003908.1,YP_008003908.1,100.0
YP_009282803.1,YP_009408490.1,85.06
YP_009172731.1,YP_009172985.1,94.67
YP_009172985.1,YP_009172985.1,100.0
YP_004347293.1,YP_004347293.1,100.0
YP_004061776.1,YP_004063556.1,94.51
YP_004063556.1,YP_009173147.1,94.65
YP_004063556.1,YP_009172901.1,94.65
YP_004063556.1,YP_007674762.1,99.46
YP_004063556.1,YP_009172628.1,99.87
YP_008658520.1,YP_008658520.1,100.0
YP_009094717.1,YP_009238792.1,72.93
YP_009172989.1,YP_009465912.1,58.68
YP_010779629.1,YP_010789681.1,83.29
YP_010779629.1,YP_010779629.1,100.0
NP_051794.1,NP_938338.1,77.86
NP_051794.1,NP_073468.1,77.74
NP_051794.1,YP_227467.1,78.75
NP_051794.1,NP_051969.1,96.06
NP_051794.1,NP_051794.1,100.0
YP_009282803.1,YP_010509320.1,95.92
YP_009172975.1,YP_009172975.1,100.0
YP_009094717.1,YP_009255024.1,88.81
YP_009094717.1,YP_009094717.1,100.0
YP_010783432.1,YP_010783432.1,100.0
YP_007354083.1,YP_007354083.1,100.0
YP_004347293.1,YP_009345284.1,95.48
YP_009172985.1,YP_009665020.1,79.52
YP_009282803.1,YP_009408288.1,85.57
YP_010780645.1,YP_010781946.1,90.97
YP_010780645.1,YP_010780645.1,100.0
YP_004061957.1,YP_004061957.1,100.0
YP_004061955.1,YP_004061955.1,100.0
YP_009282803.1,YP_010085778.1,96.05
YP_009282803.1,YP_010085567.1,95.92
YP_009282803.1,YP_010377099.1,96.05
YP_009282803.1,YP_009282803.1,100.0
YP_010804495.1,YP_010804495.1,100.0
YP_010804496.1,YP_010804496.1,100.0
YP_010779006.1,YP_010779006.1,100.0
YP_004063556.1,YP_009664933.1,84.11
YP_009701491.1,YP_009701683.1,93.68
YP_009701491.1,YP_009701491.1,100.0
YP_009701486.1,YP_009701486.1,100.0
YP_010779629.1,YP_010788925.1,70.97
YP_009282837.1,YP_784337.1,70.5
YP_010085252.1,YP_784337.1,72.36
YP_293946.1,YP_293946.1,100.0
YP_010789787.1,YP_010789787.1,100.0
YP_010789620.1,YP_010789620.1,100.0
NP_955032.1,NP_955032.1,100.0
YP_010789787.1,YP_010841814.1,58.68
YP_004062022.1,YP_004063556.1,85.45
YP_003987397.1,YP_003987397.1,100.0
YP_010794360.1,YP_010794360.1,100.0
YP_009701483.1,YP_009701483.1,100.0
YP_009701490.1,YP_009701682.1,95.38
YP_009701490.1,YP_009701490.1,100.0
YP_001497355.1,YP_009325562.1,87.44
YP_001497355.1,YP_009665265.1,97.67
YP_001497355.1,YP_001497355.1,100.0
YP_003212956.1,YP_009172628.1,94.78
YP_003212956.1,YP_007674762.1,95.18
YP_003212956.1,YP_009172901.1,99.46
YP_003212956.1,YP_003212956.1,100.0
YP_009408395.1,YP_010509402.1,76.43
YP_003212956.1,YP_009664933.1,84.91
YP_003212956.1,YP_004062022.1,86.92
YP_008003929.1,YP_008004229.1,88.32
YP_008003929.1,YP_008003929.1,100.0
YP_008003638.1,YP_008003929.1,85.64
YP_008003929.1,YP_008004531.1,88.06
YP_010780649.1,YP_010780649.1,100.0
YP_010779225.1,YP_010779225.1,100.0
YP_004894576.1,YP_010776387.1,93.93
YP_004894576.1,YP_010788834.1,94.46
YP_004894576.1,YP_004894576.1,100.0
YP_010085811.1,YP_784337.1,69.92
YP_009408524.1,YP_784337.1,69.8
YP_009408322.1,YP_784337.1,69.89
YP_009143452.1,YP_784337.1,70.15
YP_009281891.1,YP_784337.1,70.23
YP_009177160.1,YP_784337.1,70.18
YP_009408395.1,YP_010085660.1,76.09
YP_003986887.1,YP_010789758.1,60.19
YP_003986887.1,YP_010776374.1,61.06
YP_003987350.1,YP_010777726.1,92.32
YP_010779711.1,YP_010779711.1,100.0
NP_536541.1,YP_010509332.1,98.6
NP_536541.1,YP_233004.1,99.07
NP_536541.1,NP_536541.1,100.0
YP_009666165.1,YP_010796814.1,99.87
YP_009666165.1,YP_009666165.1,100.0
YP_010377133.1,YP_784337.1,69.66
YP_009448112.1,YP_784337.1,70.27
YP_004821481.1,YP_784337.1,69.45
YP_009408072.1,YP_784337.1,70.01
YP_009046186.1,YP_784337.1,70.36
YP_009046420.1,YP_784337.1,70.44
YP_010509354.1,YP_784337.1,69.92
NP_536541.1,YP_010377111.1,100.0
YP_003212956.1,YP_004063556.1,94.65
NP_048747.2,NP_048747.2,100.0
YP_010776145.1,YP_010789082.1,86.82
YP_010776145.1,YP_010776145.1,100.0
YP_004347293.1,YP_009507001.1,83.12
YP_004347293.1,YP_009238879.1,84.11
YP_003212956.1,YP_009173147.1,93.44
YP_003212956.1,YP_004061776.1,93.57
YP_009448848.1,YP_009448848.1,100.0
YP_008003938.1,YP_008003938.1,100.0
YP_003987350.1,YP_003987364.1,53.57
YP_003987350.1,YP_004894915.1,52.4
YP_009172931.1,YP_009172931.1,100.0
YP_008658538.1,YP_784337.1,70.62
YP_003987350.1,YP_010841334.1,53.04
YP_010085603.1,YP_784337.1,69.71
YP_717453.1,YP_784337.1,69.92
NP_064836.1,YP_008003596.1,75.97
NP_064836.1,YP_008003877.1,78.25
NP_064836.1,YP_008004477.1,84.43
NP_064836.1,YP_008004167.1,84.67
NP_064836.1,NP_064836.1,100.0
NP_052023.1,NP_938388.1,44.33
NP_938388.1,YP_227521.1,47.77
YP_009702687.1,YP_009703573.1,100.0
NP_073520.1,NP_938388.1,78.86
YP_010796786.1,YP_010796786.1,100.0
YP_009702687.1,YP_009927245.1,99.86
YP_009702687.1,YP_009702687.1,100.0
YP_009702687.1,YP_009703177.1,100.0
YP_009702687.1,YP_009703401.1,100.0
YP_009281857.1,YP_010085567.1,95.54
NP_938388.1,NP_938388.1,100.0
YP_009702687.1,YP_009702854.1,98.3
YP_009702687.1,YP_009703728.1,100.0
YP_009702687.1,YP_009703889.1,100.0
YP_009702687.1,YP_009703019.1,98.16
YP_009448849.1,YP_009448849.1,100.0
YP_010783429.1,YP_010783429.1,100.0
YP_009448847.1,YP_009448847.1,100.0
NP_051790.1,NP_051965.1,91.49
NP_051790.1,NP_051790.1,100.0
YP_010841984.1,YP_010841984.1,100.0
YP_009702678.1,YP_009703719.1,100.0
YP_009172628.1,YP_009172901.1,94.78
YP_009172901.1,YP_009172901.1,100.0
NP_955030.1,NP_955030.1,100.0
NP_619796.1,NP_619796.1,100.0
NP_619796.1,NP_620003.1,100.0
YP_010777354.1,YP_010782039.1,35.71
YP_010777354.1,YP_010841709.1,37.32
YP_009281857.1,YP_010085778.1,95.67
YP_009448852.1,YP_009448852.1,100.0
YP_009665411.1,YP_009665411.1,100.0
NP_149724.1,NP_149724.1,100.0
YP_010789444.1,YP_010789444.1,100.0
YP_009702678.1,YP_009703010.1,96.22
YP_009702678.1,YP_009702845.1,96.31
YP_009702678.1,YP_009927236.1,99.08
YP_010085204.1,YP_010509308.1,71.66
YP_009702672.1,YP_009927230.1,99.91
YP_009702672.1,YP_009702672.1,100.0
YP_009702672.1,YP_009703162.1,100.0
YP_004894581.1,YP_010788829.1,94.45
YP_004894581.1,YP_004894581.1,100.0
YP_004061949.1,YP_009173073.1,52.84
YP_004061949.1,YP_004061949.1,100.0
YP_009702678.1,YP_009703564.1,99.92
YP_009702678.1,YP_009702678.1,100.0
YP_009702678.1,YP_009703168.1,100.0
YP_009702678.1,YP_009703385.1,100.0
YP_001497574.1,YP_001497574.1,100.0
YP_009702672.1,YP_009702839.1,97.88
YP_009172901.1,YP_009664933.1,84.78
YP_009702672.1,YP_009703376.1,100.0
YP_009702672.1,YP_009703558.1,100.0
YP_009702672.1,YP_009703713.1,100.0
YP_009702667.1,YP_009703869.1,99.73
YP_004894581.1,YP_010780547.1,55.84
YP_004894581.1,YP_010841802.1,55.95
YP_004894581.1,YP_010777280.1,56.29
YP_004894581.1,YP_010779522.1,63.85
YP_004894581.1,YP_010789774.1,65.03
YP_004894581.1,YP_007354428.1,64.96
YP_004894581.1,YP_010776392.1,92.37
YP_009701480.1,YP_009701671.1,96.93
YP_009701480.1,YP_009701480.1,100.0
YP_009702678.1,YP_009703880.1,99.83
YP_009702667.1,YP_009703708.1,100.0
YP_009172610.1,YP_009172883.1,55.72
YP_009702667.1,YP_009702999.1,96.54
YP_005296321.1,YP_784337.1,68.93
YP_010777354.1,YP_010780731.1,36.31
YP_010777354.1,YP_010777354.1,100.0
NP_039085.1,NP_955147.1,52.2
NP_039085.1,YP_009448016.1,50.81
NP_039085.1,YP_009046331.1,51.08
NP_039085.1,YP_009046094.1,51.54
NP_051988.1,NP_051988.1,100.0
YP_004347284.1,YP_009238870.1,87.84
YP_004347284.1,YP_009345293.1,95.15
YP_004347284.1,YP_004347284.1,100.0
YP_009702672.1,YP_009703874.1,100.0
YP_009702672.1,YP_009703004.1,97.27
YP_009702665.1,YP_009702997.1,99.03
YP_009172883.1,YP_009172883.1,100.0
YP_009112840.1,YP_784337.1,63.28
YP_009389387.1,YP_784337.1,64.75
YP_003457407.1,YP_784337.1,64.58
NP_619925.1,YP_004821465.1,72.48
NP_619925.1,YP_009408307.1,72.88
NP_619925.1,YP_009408509.1,73.87
NP_619925.1,YP_009282822.1,84.9
YP_004894581.1,YP_010781842.1,55.9
YP_009702667.1,YP_009702834.1,96.77
YP_009702667.1,YP_009927225.1,99.31
YP_009702667.1,YP_009703157.1,99.65
YP_009702667.1,YP_009703370.1,99.65
YP_009702667.1,YP_009703553.1,99.77
YP_009702667.1,YP_009702667.1,100.0
YP_010780653.1,YP_010780653.1,100.0
YP_009702665.1,YP_009703706.1,100.0
YP_009702665.1,YP_009703867.1,100.0
NP_619925.1,YP_009281876.1,85.35
NP_619925.1,YP_009143437.1,86.58
NP_619925.1,YP_717438.1,96.09
YP_009701476.1,YP_009701667.1,99.06
YP_009701476.1,YP_009701476.1,100.0
YP_010783422.1,YP_010783422.1,100.0
YP_009480652.1,YP_784337.1,68.44
YP_009268834.1,YP_784337.1,69.16
NP_073486.1,YP_227485.1,69.76
NP_073486.1,NP_073486.1,100.0
YP_003986475.1,YP_003986475.1,100.0
YP_009282815.1,YP_009282815.1,100.0
YP_009702665.1,YP_009702832.1,99.03
NP_039085.1,YP_009046095.1,39.61
NP_039085.1,YP_009448017.1,39.4
NP_039085.1,YP_009046332.1,39.35
NP_619925.1,YP_010085797.1,95.86
NP_042158.1,NP_619925.1,96.42
NP_619925.1,YP_233011.1,96.76
NP_619925.1,YP_010509339.1,96.64
NP_619925.1,YP_010085587.1,95.2
NP_536548.1,NP_619925.1,95.53
NP_619925.1,YP_010377118.1,95.64
NP_619925.1,NP_671631.1,95.97
YP_009702665.1,YP_009927223.1,99.72
YP_009702665.1,YP_009702665.1,100.0
YP_009702665.1,YP_009703155.1,100.0
YP_009702665.1,YP_009703361.1,100.0
YP_009702665.1,YP_009703551.1,100.0
YP_010777831.1,YP_010777831.1,100.0
YP_009281857.1,YP_010377099.1,95.67
YP_005296275.1,YP_009408276.1,75.5
YP_005296275.1,YP_009408026.1,78.65
YP_010777830.1,YP_010777830.1,100.0
YP_009281857.1,YP_009408490.1,85.06
YP_009046135.1,YP_009448060.1,99.12
YP_009046135.1,YP_009046135.1,100.0
YP_010779322.1,YP_010789959.1,93.21
YP_010779322.1,YP_010779322.1,100.0
YP_010779711.1,YP_010782203.1,67.08
YP_010779711.1,YP_010841611.1,68.91
YP_010779711.1,YP_010780897.1,68.08
YP_010779711.1,YP_010789604.1,92.58
YP_004063644.1,YP_009665024.1,83.38
YP_004061855.1,YP_004063644.1,91.06
YP_009702655.1,YP_009703145.1,100.0
YP_009702655.1,YP_009703342.1,100.0
YP_009702655.1,YP_009703696.1,100.0
YP_009702656.1,YP_009702988.1,96.36
YP_009702656.1,YP_009927214.1,98.18
NP_039085.1,NP_955177.1,76.93
YP_009329749.1,YP_784337.1,68.84
YP_004063644.1,YP_009173231.1,91.15
YP_004063644.1,YP_009172989.1,93.84
YP_004063644.1,YP_009172735.1,98.97
YP_004063644.1,YP_007674675.1,99.63
YP_004063644.1,YP_004063644.1,100.0
NP_619925.1,NP_619925.1,100.0
YP_009281857.1,YP_009408288.1,85.57
YP_009281857.1,YP_010509320.1,95.54
YP_004063644.1,YP_009465912.1,58.4
YP_009702655.1,YP_009702822.1,96.27
YP_009702655.1,YP_009927213.1,99.33
YP_009702655.1,YP_009703857.1,99.93
YP_009702656.1,YP_009703858.1,100.0
YP_009046135.1,YP_009177126.1,78.4
YP_004894590.1,YP_004894590.1,100.0
YP_004894590.1,YP_010788820.1,91.7
YP_004894590.1,YP_010776399.1,93.07
YP_004061618.1,YP_004063644.1,74.23
YP_003987350.1,YP_010788479.1,52.58
YP_003987350.1,YP_003987358.1,54.11
YP_009702658.1,YP_009927216.1,94.15
YP_009702658.1,YP_009703148.1,99.92
YP_009702658.1,YP_009702990.1,91.44
YP_009702658.1,YP_009702825.1,93.37
YP_009448862.1,YP_009448862.1,100.0
YP_009254963.1,YP_009254963.1,100.0
YP_010788680.1,YP_010841963.1,59.14
YP_010788680.1,YP_010789913.1,71.2
YP_010788680.1,YP_010788680.1,100.0
YP_001498346.1,YP_001498346.1,100.0
YP_009702656.1,YP_009703146.1,100.0
YP_009702656.1,YP_009703542.1,100.0
YP_009702658.1,YP_009703353.1,99.96
YP_009702658.1,YP_009703544.1,99.96
YP_009702658.1,YP_009703860.1,99.96
YP_009702658.1,YP_009702658.1,100.0
YP_009702658.1,YP_009703699.1,100.0
YP_009702656.1,YP_009702823.1,96.19
YP_009702656.1,YP_009703350.1,100.0
YP_009702656.1,YP_009703697.1,100.0
YP_009702655.1,YP_009702987.1,96.12
YP_001425655.1,YP_001427279.1,82.78
YP_001425655.1,YP_009701703.1,99.56
YP_001425655.1,YP_001425655.1,100.0
YP_009506722.1,YP_009508676.1,98.62
YP_009506722.1,YP_009506722.1,100.0
YP_009701467.1,YP_009701657.1,98.34
YP_009701467.1,YP_009701467.1,100.0
YP_010776159.1,YP_010777587.1,53.73
YP_010776159.1,YP_010841540.1,59.61
YP_010776159.1,YP_010789070.1,67.7
YP_010776159.1,YP_010776159.1,100.0
YP_004894594.1,YP_010777273.1,68.91
YP_004894594.1,YP_010841823.1,71.88
YP_004894594.1,YP_010779510.1,82.36
YP_004894594.1,YP_010789791.1,83.08
YP_010783413.1,YP_010783413.1,100.0
YP_001425652.1,YP_009701702.1,85.87
YP_010777356.1,YP_010777356.1,100.0
NP_039085.1,NP_039085.1,100.0
YP_004894594.1,YP_010781799.1,67.38
YP_004894594.1,YP_010780508.1,67.47
YP_001498346.1,YP_009665325.1,100.0
YP_004347284.1,YP_009255095.1,73.09
YP_004347284.1,YP_009094776.1,74.05
YP_004347284.1,YP_009506992.1,85.29
YP_010841662.1,YP_010841662.1,100.0
